Time	Dallas1	Dallas2	Thermocouple1	Thermocouple2	Thermocouple3	Thermistor1	Thermistor2
77.000000	24.810000	24.870000	22.750000	24.000000	24.000000	511.000000	509.000000
77.914000	24.810000	24.870000	23.000000	24.250000	24.250000	511.000000	510.000000
78.872000	24.810000	24.870000	23.000000	24.000000	24.000000	507.000000	505.000000
79.859000	24.810000	24.870000	23.250000	24.250000	24.250000	507.000000	505.000000
80.829000	24.810000	24.810000	23.000000	24.250000	24.000000	507.000000	505.000000
81.794000	24.810000	24.810000	22.750000	24.250000	24.000000	506.000000	505.000000
82.755000	24.810000	24.870000	22.750000	24.250000	24.000000	507.000000	505.000000
83.710000	24.810000	24.810000	23.000000	24.250000	24.250000	507.000000	505.000000
84.628000	24.810000	24.810000	23.250000	24.250000	24.000000	507.000000	505.000000
85.586000	24.810000	24.870000	24.000000	24.750000	24.500000	509.000000	508.000000
86.543000	24.940000	25.000000	24.250000	25.000000	24.500000	511.000000	509.000000
87.455000	25.000000	25.060000	24.250000	25.000000	24.500000	512.000000	510.000000
88.418000	25.000000	25.120000	24.250000	25.000000	24.500000	512.000000	510.000000
89.379000	25.060000	25.120000	24.250000	25.000000	24.500000	512.000000	510.000000
90.339000	25.120000	25.190000	24.000000	24.750000	24.500000	512.000000	510.000000
91.300000	25.120000	25.190000	24.000000	25.000000	24.250000	513.000000	511.000000
92.236000	25.120000	25.250000	24.000000	25.000000	24.250000	513.000000	511.000000
93.201000	25.120000	25.250000	24.000000	25.000000	24.000000	513.000000	511.000000
94.158000	25.190000	25.250000	24.000000	25.000000	24.000000	513.000000	511.000000
95.116000	25.190000	25.250000	24.250000	25.000000	24.250000	513.000000	511.000000
96.074000	25.190000	25.250000	24.000000	25.000000	24.000000	513.000000	511.000000
97.037000	25.190000	25.310000	24.000000	25.000000	24.000000	513.000000	512.000000
98.000000	25.250000	25.250000	24.250000	25.000000	24.250000	513.000000	512.000000
98.958000	25.250000	25.310000	24.000000	25.000000	24.250000	514.000000	511.000000
99.923000	25.250000	25.250000	24.000000	25.000000	24.500000	514.000000	512.000000
100.882000	25.250000	25.310000	24.000000	25.000000	24.250000	514.000000	512.000000
101.840000	25.250000	25.310000	23.750000	25.000000	24.250000	514.000000	512.000000
102.803000	25.250000	25.250000	23.500000	25.000000	24.250000	514.000000	512.000000
103.763000	25.250000	25.310000	23.500000	25.000000	24.250000	514.000000	512.000000
104.720000	25.250000	25.310000	23.750000	25.000000	24.250000	514.000000	512.000000
105.678000	25.310000	25.310000	23.750000	25.000000	24.250000	514.000000	512.000000
106.642000	25.310000	25.310000	23.750000	25.000000	24.250000	514.000000	512.000000
107.589000	25.310000	25.310000	23.500000	24.750000	24.250000	514.000000	512.000000
108.556000	25.310000	25.310000	23.750000	25.000000	24.500000	514.000000	512.000000
109.523000	25.310000	25.310000	23.750000	25.000000	24.250000	514.000000	512.000000
110.500000	25.310000	25.310000	23.500000	25.000000	24.250000	514.000000	512.000000
111.470000	25.310000	25.310000	23.500000	25.000000	24.500000	514.000000	513.000000
112.438000	25.310000	25.310000	23.750000	24.750000	24.250000	514.000000	512.000000
113.399000	25.310000	25.310000	23.750000	25.000000	24.250000	515.000000	512.000000
114.359000	25.310000	25.310000	24.000000	25.000000	24.250000	515.000000	513.000000
115.334000	25.310000	25.370000	24.250000	25.000000	24.500000	515.000000	513.000000
116.303000	25.310000	25.310000	24.000000	24.750000	24.250000	515.000000	513.000000
117.261000	25.370000	25.310000	23.750000	25.000000	24.250000	515.000000	513.000000
118.226000	25.370000	25.370000	23.750000	24.750000	24.250000	515.000000	513.000000
119.184000	25.370000	25.310000	23.750000	25.000000	24.250000	515.000000	513.000000
120.145000	25.370000	25.310000	23.750000	25.000000	24.250000	515.000000	513.000000
121.107000	25.370000	25.370000	23.750000	24.750000	24.250000	515.000000	514.000000
122.068000	25.370000	25.370000	24.250000	25.000000	24.250000	515.000000	513.000000
123.032000	25.370000	25.370000	24.000000	24.750000	24.250000	515.000000	514.000000
123.994000	25.370000	25.370000	24.000000	25.000000	24.250000	515.000000	514.000000
124.987000	25.370000	25.370000	24.000000	24.750000	24.250000	516.000000	514.000000
125.964000	25.370000	25.370000	24.000000	25.000000	24.250000	516.000000	514.000000
126.935000	25.370000	25.440000	24.000000	25.000000	24.250000	516.000000	514.000000
127.852000	25.370000	25.440000	24.250000	25.000000	24.250000	516.000000	514.000000
128.822000	25.370000	25.440000	24.000000	25.000000	24.250000	516.000000	514.000000
129.800000	25.370000	25.440000	23.750000	25.000000	24.000000	516.000000	514.000000
130.768000	25.370000	25.500000	24.000000	25.000000	24.250000	516.000000	514.000000
131.728000	25.370000	25.440000	24.000000	25.000000	24.250000	516.000000	514.000000
132.705000	25.440000	25.500000	23.750000	25.000000	24.250000	516.000000	514.000000
133.675000	25.440000	25.500000	24.000000	25.250000	24.500000	516.000000	514.000000
134.645000	25.440000	25.440000	24.000000	25.000000	24.250000	516.000000	514.000000
135.624000	25.440000	25.500000	24.000000	25.250000	24.250000	516.000000	514.000000
136.595000	25.440000	25.500000	24.000000	25.000000	24.250000	516.000000	514.000000
137.575000	25.440000	25.500000	24.000000	25.000000	24.250000	516.000000	514.000000
138.545000	25.440000	25.500000	24.250000	25.000000	24.500000	517.000000	515.000000
139.508000	25.440000	25.500000	24.750000	25.000000	24.250000	517.000000	515.000000
140.488000	25.440000	25.500000	24.500000	25.000000	24.250000	516.000000	515.000000
141.470000	25.500000	25.500000	24.500000	25.000000	24.250000	517.000000	515.000000
142.441000	25.500000	25.560000	24.250000	25.000000	24.250000	518.000000	515.000000
143.406000	25.500000	25.500000	24.500000	24.750000	24.250000	517.000000	515.000000
144.339000	25.500000	25.500000	24.250000	24.750000	24.250000	517.000000	515.000000
145.272000	25.500000	25.560000	24.250000	25.000000	24.250000	518.000000	516.000000
146.202000	25.500000	25.560000	24.500000	25.000000	24.500000	517.000000	516.000000
147.131000	25.500000	25.560000	24.500000	24.750000	24.250000	517.000000	515.000000
148.058000	25.500000	25.560000	24.250000	25.000000	24.250000	518.000000	515.000000
149.042000	25.500000	25.560000	24.250000	24.750000	24.250000	517.000000	516.000000
149.994000	25.500000	25.560000	24.250000	24.750000	24.500000	518.000000	516.000000
150.966000	25.500000	25.560000	24.500000	25.250000	24.500000	518.000000	516.000000
151.950000	25.500000	25.560000	24.250000	25.250000	24.500000	521.000000	519.000000
152.918000	25.560000	25.560000	24.250000	25.250000	24.500000	521.000000	519.000000
153.886000	25.560000	25.620000	24.250000	25.250000	24.500000	521.000000	518.000000
154.861000	25.560000	25.560000	24.500000	25.250000	24.500000	521.000000	518.000000
155.866000	25.560000	25.620000	24.750000	25.000000	24.500000	521.000000	519.000000
156.797000	25.560000	25.620000	24.500000	25.250000	24.750000	521.000000	519.000000
157.728000	25.560000	25.620000	24.750000	25.250000	24.750000	521.000000	519.000000
158.700000	25.560000	25.620000	24.500000	25.250000	24.750000	521.000000	519.000000
159.657000	25.560000	25.620000	24.500000	25.250000	24.750000	521.000000	519.000000
160.637000	25.560000	25.620000	24.500000	25.250000	24.750000	521.000000	519.000000
161.618000	25.560000	25.620000	24.250000	25.500000	24.750000	521.000000	520.000000
162.588000	25.560000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
163.565000	25.560000	25.620000	24.500000	25.250000	24.750000	522.000000	520.000000
164.531000	25.620000	25.620000	24.500000	25.250000	24.750000	521.000000	520.000000
165.505000	25.620000	25.690000	24.250000	25.250000	24.750000	522.000000	520.000000
166.486000	25.620000	25.620000	24.500000	25.250000	24.750000	522.000000	520.000000
167.483000	25.620000	25.690000	24.250000	25.250000	24.750000	522.000000	520.000000
168.461000	25.620000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
169.433000	25.620000	25.620000	24.500000	25.250000	24.750000	522.000000	520.000000
170.414000	25.620000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
171.402000	25.620000	25.690000	24.250000	25.000000	24.750000	522.000000	520.000000
172.376000	25.620000	25.690000	24.500000	25.250000	24.750000	521.000000	520.000000
173.357000	25.620000	25.690000	24.500000	25.250000	24.500000	522.000000	520.000000
174.332000	25.620000	25.690000	24.500000	25.000000	24.500000	522.000000	520.000000
175.314000	25.620000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
176.292000	25.690000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
177.260000	25.620000	25.690000	24.500000	25.500000	24.750000	522.000000	520.000000
178.240000	25.690000	25.690000	24.500000	25.250000	24.750000	522.000000	520.000000
179.227000	25.690000	25.750000	24.750000	25.250000	24.750000	522.000000	521.000000
180.221000	25.690000	25.750000	24.750000	25.250000	24.500000	522.000000	521.000000
181.196000	25.690000	25.750000	24.750000	25.250000	24.750000	522.000000	520.000000
182.176000	25.690000	25.750000	24.750000	25.500000	24.750000	523.000000	520.000000
183.166000	25.690000	25.750000	24.500000	25.250000	24.750000	523.000000	521.000000
184.146000	25.690000	25.750000	24.500000	25.500000	25.000000	522.000000	521.000000
185.116000	25.690000	25.750000	24.750000	25.250000	24.750000	523.000000	521.000000
186.105000	25.690000	25.750000	24.500000	25.500000	24.750000	523.000000	521.000000
187.080000	25.690000	25.750000	24.500000	25.500000	25.000000	523.000000	521.000000
188.043000	25.750000	25.750000	24.750000	25.500000	24.750000	523.000000	521.000000
189.022000	25.750000	25.810000	24.750000	25.250000	25.000000	523.000000	521.000000
190.009000	25.750000	25.750000	24.500000	25.500000	24.750000	523.000000	521.000000
191.024000	25.750000	25.810000	24.500000	25.250000	24.750000	523.000000	521.000000
192.016000	25.750000	25.810000	24.500000	25.500000	24.750000	523.000000	521.000000
192.971000	25.750000	25.810000	24.500000	25.500000	24.750000	523.000000	521.000000
193.944000	25.750000	25.810000	24.500000	25.250000	24.750000	523.000000	521.000000
194.934000	25.750000	25.810000	24.500000	25.250000	24.750000	523.000000	521.000000
195.888000	25.750000	25.810000	24.500000	25.500000	24.750000	523.000000	521.000000
196.864000	25.750000	25.810000	24.500000	25.250000	24.750000	523.000000	521.000000
197.846000	25.750000	25.810000	24.500000	25.500000	24.750000	523.000000	521.000000
198.825000	25.750000	25.810000	24.500000	25.250000	24.750000	523.000000	521.000000
199.801000	25.810000	25.810000	24.750000	25.250000	24.750000	523.000000	521.000000
200.784000	25.810000	25.810000	24.500000	25.250000	25.000000	524.000000	522.000000
201.742000	25.810000	25.810000	24.750000	25.250000	25.000000	524.000000	522.000000
202.728000	25.810000	25.870000	24.500000	25.250000	24.750000	524.000000	522.000000
203.718000	25.810000	25.810000	24.500000	25.250000	24.750000	524.000000	522.000000
204.710000	25.810000	25.870000	24.500000	25.500000	24.750000	524.000000	522.000000
205.704000	25.810000	25.870000	24.750000	25.250000	24.750000	524.000000	522.000000
206.699000	25.810000	25.870000	24.750000	25.250000	25.000000	524.000000	522.000000
207.681000	25.810000	25.870000	24.500000	25.500000	25.000000	524.000000	522.000000
208.640000	25.810000	25.870000	24.500000	25.500000	25.000000	524.000000	522.000000
209.634000	25.810000	25.870000	24.750000	25.250000	25.000000	524.000000	522.000000
210.626000	25.810000	25.870000	24.750000	25.250000	25.000000	524.000000	522.000000
211.574000	25.810000	25.870000	24.500000	25.500000	25.000000	524.000000	522.000000
212.568000	25.810000	25.870000	24.500000	25.500000	25.000000	524.000000	522.000000
213.562000	25.870000	25.940000	24.500000	25.250000	25.000000	524.000000	522.000000
214.555000	25.810000	25.940000	24.500000	25.250000	25.000000	524.000000	522.000000
215.548000	25.870000	25.870000	24.500000	25.500000	25.000000	524.000000	522.000000
216.500000	25.870000	25.870000	24.750000	25.250000	25.000000	524.000000	522.000000
217.495000	25.870000	25.940000	24.500000	25.250000	25.000000	525.000000	522.000000
218.485000	25.870000	25.940000	24.750000	25.250000	25.000000	524.000000	523.000000
219.485000	25.870000	25.940000	24.500000	25.250000	25.000000	525.000000	523.000000
220.468000	25.870000	25.940000	24.750000	25.500000	25.000000	524.000000	523.000000
221.460000	25.870000	25.940000	24.750000	25.500000	25.000000	525.000000	523.000000
222.444000	25.870000	25.940000	24.750000	25.500000	25.000000	525.000000	523.000000
223.438000	25.870000	25.940000	24.750000	25.500000	25.000000	525.000000	523.000000
224.433000	25.870000	25.940000	24.750000	25.500000	25.000000	525.000000	523.000000
225.417000	25.940000	26.000000	24.750000	25.500000	25.000000	525.000000	523.000000
226.414000	25.870000	25.940000	24.750000	25.250000	25.000000	525.000000	523.000000
227.399000	25.940000	25.940000	24.750000	25.500000	25.000000	525.000000	523.000000
228.395000	25.940000	26.000000	24.750000	25.750000	25.000000	525.000000	523.000000
229.386000	25.940000	26.000000	24.750000	25.500000	25.000000	525.000000	523.000000
230.372000	25.940000	26.000000	24.500000	25.500000	25.000000	525.000000	523.000000
231.356000	25.940000	26.000000	24.750000	25.500000	25.000000	526.000000	523.000000
232.351000	25.940000	26.000000	24.750000	25.500000	25.250000	525.000000	523.000000
233.337000	26.000000	26.000000	24.750000	25.500000	25.000000	525.000000	523.000000
234.318000	25.940000	26.000000	24.750000	25.750000	25.000000	526.000000	523.000000
235.301000	25.940000	26.000000	24.750000	25.500000	25.250000	525.000000	524.000000
236.286000	26.000000	26.000000	24.750000	25.500000	25.000000	526.000000	523.000000
237.224000	26.000000	26.000000	24.750000	25.500000	25.000000	526.000000	523.000000
238.209000	25.940000	26.000000	25.000000	25.500000	25.250000	526.000000	524.000000
239.185000	26.000000	26.000000	24.750000	25.500000	25.250000	526.000000	524.000000
240.183000	26.000000	26.060000	25.000000	25.500000	25.250000	526.000000	524.000000
241.178000	26.000000	26.060000	24.750000	25.500000	25.250000	526.000000	524.000000
242.172000	26.000000	26.060000	24.750000	25.750000	25.250000	526.000000	524.000000
243.136000	26.000000	26.000000	25.000000	25.750000	25.250000	526.000000	524.000000
244.123000	26.000000	26.060000	24.750000	25.500000	25.000000	526.000000	524.000000
245.111000	26.000000	26.060000	25.000000	25.750000	25.000000	526.000000	524.000000
246.099000	26.000000	26.060000	25.000000	25.500000	25.000000	525.000000	524.000000
247.086000	26.000000	26.060000	25.000000	25.750000	25.250000	526.000000	524.000000
248.074000	26.000000	26.060000	25.000000	25.500000	25.250000	526.000000	524.000000
249.061000	26.060000	26.060000	25.000000	25.500000	25.250000	526.000000	524.000000
250.059000	26.060000	26.060000	25.000000	25.500000	25.250000	526.000000	524.000000
251.047000	26.000000	26.060000	25.000000	25.750000	25.250000	527.000000	525.000000
252.044000	26.060000	26.060000	25.000000	25.500000	25.250000	526.000000	525.000000
253.035000	26.060000	26.120000	25.000000	25.500000	25.250000	527.000000	525.000000
254.023000	26.060000	26.120000	25.000000	25.500000	25.250000	527.000000	525.000000
255.012000	26.060000	26.120000	25.000000	25.500000	25.000000	527.000000	525.000000
256.002000	26.060000	26.120000	25.250000	25.750000	25.250000	527.000000	525.000000
256.996000	26.060000	26.120000	25.250000	25.750000	25.250000	527.000000	525.000000
257.982000	26.060000	26.120000	25.000000	25.750000	25.250000	527.000000	525.000000
258.971000	26.060000	26.120000	25.000000	25.750000	25.250000	526.000000	525.000000
259.962000	26.060000	26.120000	25.000000	25.500000	25.250000	527.000000	525.000000
260.952000	26.120000	26.120000	25.000000	25.750000	25.250000	526.000000	525.000000
261.946000	26.120000	26.120000	25.000000	25.500000	25.250000	527.000000	525.000000
262.902000	26.060000	26.120000	25.000000	25.750000	25.250000	527.000000	525.000000
263.891000	26.120000	26.120000	25.000000	25.750000	25.250000	527.000000	525.000000
264.881000	26.120000	26.190000	25.000000	25.750000	25.250000	527.000000	526.000000
265.872000	26.120000	26.120000	25.000000	25.750000	25.250000	527.000000	525.000000
266.869000	26.120000	26.190000	25.000000	25.750000	25.250000	527.000000	525.000000
267.860000	26.120000	26.190000	25.000000	26.000000	25.250000	528.000000	524.000000
268.850000	26.120000	26.120000	25.000000	26.000000	25.250000	528.000000	526.000000
269.840000	26.120000	26.190000	25.000000	25.750000	25.250000	528.000000	526.000000
270.829000	26.120000	26.190000	25.000000	25.750000	25.250000	528.000000	526.000000
271.823000	26.120000	26.190000	24.750000	25.750000	25.250000	528.000000	526.000000
272.813000	26.190000	26.190000	24.750000	25.750000	25.250000	527.000000	526.000000
273.762000	26.120000	26.190000	24.750000	25.500000	25.250000	528.000000	526.000000
274.755000	26.190000	26.190000	24.750000	25.750000	25.250000	528.000000	526.000000
275.745000	26.190000	26.190000	24.500000	25.750000	25.250000	528.000000	526.000000
276.743000	26.190000	26.190000	24.750000	25.750000	25.250000	528.000000	526.000000
277.740000	26.190000	26.250000	24.500000	25.750000	25.250000	528.000000	526.000000
278.729000	26.190000	26.190000	24.500000	25.750000	25.250000	528.000000	526.000000
279.733000	26.190000	26.190000	24.500000	25.750000	25.250000	528.000000	526.000000
280.724000	26.190000	26.250000	24.500000	25.750000	25.500000	528.000000	526.000000
281.716000	26.190000	26.190000	24.750000	25.750000	25.500000	528.000000	526.000000
282.708000	26.190000	26.250000	24.750000	25.750000	25.250000	528.000000	526.000000
283.648000	26.190000	26.250000	24.750000	25.750000	25.500000	529.000000	526.000000
284.630000	26.190000	26.250000	24.750000	25.750000	25.250000	529.000000	527.000000
285.624000	26.250000	26.250000	24.750000	25.750000	25.250000	528.000000	526.000000
286.620000	26.250000	26.250000	24.750000	25.750000	25.500000	528.000000	527.000000
287.611000	26.250000	26.250000	24.750000	25.750000	25.250000	529.000000	527.000000
288.598000	26.250000	26.250000	24.750000	25.750000	25.250000	529.000000	527.000000
289.548000	26.250000	26.250000	25.000000	25.750000	25.500000	529.000000	527.000000
290.542000	26.250000	26.310000	25.000000	25.750000	25.500000	529.000000	527.000000
291.544000	26.250000	26.250000	25.000000	25.750000	25.500000	527.000000	525.000000
292.537000	26.250000	26.310000	24.750000	25.750000	25.500000	526.000000	524.000000
293.541000	26.250000	26.310000	24.750000	25.750000	25.500000	527.000000	524.000000
294.478000	26.250000	26.310000	24.500000	26.000000	25.250000	526.000000	524.000000
295.471000	26.250000	26.310000	24.500000	25.750000	25.500000	526.000000	525.000000
296.456000	26.250000	26.310000	24.500000	25.750000	25.500000	527.000000	525.000000
297.457000	26.250000	26.310000	24.500000	26.000000	25.250000	527.000000	525.000000
298.480000	26.250000	26.310000	24.500000	25.750000	25.500000	527.000000	525.000000
299.471000	26.310000	26.310000	24.250000	25.750000	25.250000	527.000000	525.000000
300.489000	26.310000	26.370000	24.250000	26.000000	25.250000	527.000000	525.000000
301.489000	26.310000	26.370000	24.250000	26.000000	25.250000	527.000000	525.000000
302.483000	26.310000	26.370000	24.750000	25.750000	25.250000	527.000000	525.000000
303.558000	26.310000	26.370000	24.750000	25.750000	25.500000	527.000000	525.000000
304.741000	26.310000	26.310000	24.750000	25.750000	25.250000	527.000000	525.000000
305.714000	26.310000	26.370000	24.750000	25.750000	25.250000	527.000000	525.000000
306.692000	26.310000	26.310000	24.750000	26.000000	25.250000	527.000000	524.000000
307.665000	26.310000	26.370000	25.000000	26.000000	25.250000	527.000000	525.000000
308.658000	26.310000	26.370000	25.000000	26.000000	25.500000	527.000000	525.000000
309.620000	26.370000	26.370000	25.000000	26.000000	25.500000	527.000000	525.000000
310.586000	26.370000	26.370000	25.250000	26.000000	25.500000	528.000000	526.000000
311.572000	26.370000	26.370000	25.000000	26.000000	25.500000	527.000000	525.000000
312.558000	26.370000	26.370000	25.000000	26.000000	25.500000	528.000000	525.000000
313.526000	26.370000	26.370000	25.000000	25.750000	25.500000	527.000000	525.000000
314.512000	26.370000	26.370000	25.000000	26.000000	25.500000	527.000000	524.000000
315.482000	26.370000	26.440000	25.000000	26.000000	25.500000	527.000000	525.000000
316.465000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	525.000000
317.413000	26.370000	26.370000	25.000000	26.000000	25.500000	527.000000	525.000000
318.358000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	525.000000
319.343000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
320.290000	26.370000	26.440000	25.000000	26.000000	25.500000	527.000000	526.000000
321.230000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
322.204000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	525.000000
323.181000	26.440000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
324.153000	26.370000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
325.115000	26.440000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
326.088000	26.440000	26.440000	25.000000	26.000000	25.500000	528.000000	526.000000
327.063000	26.440000	26.500000	25.000000	26.000000	25.500000	528.000000	526.000000
328.024000	26.440000	26.500000	25.000000	26.000000	25.500000	528.000000	526.000000
329.004000	26.440000	26.500000	25.000000	26.000000	25.500000	528.000000	527.000000
329.946000	26.440000	26.500000	25.000000	26.000000	25.500000	528.000000	526.000000
330.927000	26.440000	26.440000	25.250000	26.000000	25.500000	529.000000	526.000000
331.913000	26.440000	26.500000	25.250000	26.000000	25.500000	528.000000	527.000000
332.882000	26.440000	26.500000	25.250000	26.000000	25.500000	528.000000	526.000000
333.868000	26.440000	26.500000	25.250000	26.000000	25.500000	529.000000	527.000000
334.833000	26.440000	26.500000	25.250000	26.000000	25.250000	529.000000	525.000000
335.775000	26.440000	26.500000	25.250000	26.000000	25.500000	529.000000	526.000000
336.742000	26.500000	26.500000	25.000000	26.000000	25.500000	528.000000	527.000000
337.712000	26.500000	26.500000	25.000000	26.000000	25.500000	529.000000	527.000000
338.698000	26.500000	26.500000	25.000000	26.000000	25.500000	529.000000	527.000000
339.668000	26.500000	26.560000	25.250000	26.000000	25.500000	528.000000	527.000000
340.611000	26.500000	26.560000	25.000000	26.000000	25.500000	529.000000	527.000000
341.591000	26.500000	26.500000	25.000000	26.000000	25.500000	529.000000	527.000000
342.568000	26.500000	26.560000	25.000000	26.250000	25.500000	529.000000	527.000000
343.540000	26.500000	26.560000	25.000000	26.000000	25.500000	529.000000	527.000000
344.523000	26.500000	26.560000	25.000000	26.000000	25.500000	529.000000	527.000000
345.510000	26.500000	26.560000	25.250000	26.000000	25.500000	529.000000	527.000000
346.484000	26.500000	26.560000	25.000000	26.000000	25.500000	529.000000	527.000000
347.459000	26.500000	26.560000	25.000000	26.000000	25.500000	530.000000	527.000000
348.450000	26.500000	26.560000	25.250000	26.250000	25.500000	529.000000	528.000000
